rss_id,source,channel,url,published,author,title
17,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91732,2021-03-19 17:30:00+00:00,,CDC Rules 3 Feet Is Enough Distance Between Kids in School
18,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91734,2021-03-19 18:00:00+00:00,,Practice-Changing Trial in Second-Line Endometrial Cancer
19,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91733,2021-03-19 18:30:00+00:00,,"WHO, EMA Stick by AstraZeneca Vaccine"
20,medpage,rss,https://www.medpagetoday.com/blogs/kevinmd/91713,2021-03-20 10:00:00+00:00,,A New (More Hopeful) Normal in Medicine?
21,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/generalprofessionalissues/91728,2021-03-20 12:00:00+00:00,,Op-Ed: Race Has No Place in Precision Oncology
22,medpage,rss,https://www.medpagetoday.com/podcasts/healthwatch/91724,2021-03-20 14:00:00+00:00,,Astra Vax and South African Variant; Post-COVID Depression: It's TTHealthWatch!
23,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91735,2021-03-20 14:30:00+00:00,,PARP Inhibitor Tops Chemo for Recurrent BRCA Ovarian Cancer
24,medpage,rss,https://www.medpagetoday.com/meetingcoverage/isc/91737,2021-03-20 15:00:00+00:00,,"COVID Strokes: Rates, Types, Disparities"
25,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91736,2021-03-20 16:00:00+00:00,,"Building Trust and Bridges: Ways to Overcome Vaccine Hesitancy, Access"
26,medpage,rss,https://www.medpagetoday.com/blogs/news-quiz/91727,2021-03-20 17:00:00+00:00,,Who's Most Susceptible to COVID Reinfection?
27,medpage,rss,https://www.medpagetoday.com/endocrinology/generalendocrinology/91725,2021-03-21 10:00:00+00:00,,Screen for Diabetes at 35? Few With Osteoporosis Receiving Necessary Tx
28,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91738,2021-03-21 11:00:00+00:00,,Is MIS Viable for Interval Debulking in Ovarian Cancer?
29,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/generalprofessionalissues/91720,2021-03-21 12:00:00+00:00,,Op-Ed: Primary Care and Specialty Ping Pong
30,medpage,rss,https://www.medpagetoday.com/blogs/careerconsult/91712,2021-03-21 14:00:00+00:00,,Telehealth's Racial Disparities; Post-COVID Physicians
31,medpage,rss,https://www.medpagetoday.com/blogs/what-we-heard/91729,2021-03-21 16:00:00+00:00,,'They Stopped Treating and the Effect Persisted': What We Heard This Week
32,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91739,2021-03-21 19:30:00+00:00,,Small Molecule Inhibitor Shows Promise in Resistant Ovarian Cancer
33,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91740,2021-03-21 20:00:00+00:00,,Hormonal IUD Shows Promise in Early Endometrial Cancer
34,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91744,2021-03-22 09:00:00+00:00,,AZ Vax Controversy Continues; Spring Break for Seniors; The Next Hotspot
35,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91745,2021-03-22 09:01:02+00:00,,AstraZeneca Claims Strong COVID Vax Efficacy in U.S. Trial
36,medpage,rss,https://www.medpagetoday.com/meetingcoverage/isc/91746,2021-03-22 10:30:00+00:00,,Positive Data Salvaged for Thrombectomy on Basilar Strokes
37,medpage,rss,https://www.medpagetoday.com/endocrinology/obesity/91747,2021-03-22 11:00:00+00:00,,Stay-at-Home Orders Linked to Weight Gain
38,medpage,rss,https://www.medpagetoday.com/cardiology/prevention/91748,2021-03-22 12:00:00+00:00,,"Op-Ed: Yes, Women Can Have Heart Disease Too"
39,medpage,rss,https://www.medpagetoday.com/primarycare/dietnutrition/91749,2021-03-22 13:00:00+00:00,,Op-Ed: Corn Money is Expanding America's Waistline
40,medpage,rss,https://www.medpagetoday.com/primarycare/dietnutrition/91752,2021-03-22 14:00:00+00:00,,"More Processed Foods, More Cardiovascular Problems"
41,medpage,rss,https://www.medpagetoday.com/meetingcoverage/endo/91751,2021-03-22 14:30:00+00:00,,Just How Common Is Readmission for Diabetic Ketoacidosis?
42,medpage,rss,https://www.medpagetoday.com/casestudies/oncologyhematology/91750,2021-03-22 15:00:00+00:00,,Where Did This Very Painful Gluteal Mass Come From?
43,medpage,rss,https://www.medpagetoday.com/meetingcoverage/endo/91754,2021-03-22 15:30:00+00:00,,Hyperglycemia Better Predictor of Severe COVID-19 Than Diabetes
44,medpage,rss,https://www.medpagetoday.com/patientcenteredmedicalhome/patientcenteredmedicalhome/91753,2021-03-22 16:00:00+00:00,,Making the COVID-19 Vaccine Commonplace
45,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91756,2021-03-22 17:00:00+00:00,,Androgen Receptor Inhibitor Active in Endometrial Cancer
46,medpage,rss,https://www.medpagetoday.com/gastroenterology/inflammatoryboweldisease/91755,2021-03-22 18:30:00+00:00,,TNF Inhibitors for IBD May Open Door to SARS-CoV-2
47,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91757,2021-03-22 18:30:00+00:00,,Higher COVID-19 Risk for Physicians With Sleep Troubles
48,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91758,2021-03-23 09:00:00+00:00,,NIAID Questions AstraZeneca Data; Free Donuts for the Vaxxed; Stinky COVID Effect
49,medpage,rss,https://www.medpagetoday.com/obgyn/pregnancy/91759,2021-03-23 09:30:00+00:00,,Biden Administration Will Rescind Trump-Era Title X 'Gag Rule'
50,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91760,2021-03-23 11:00:00+00:00,,Cardiologist Coughs Up $2M for Unnecessary Procedures
51,medpage,rss,https://www.medpagetoday.com/neurology/generalneurology/91764,2021-03-23 11:48:45+00:00,,Bacon and Dementia Risk; Zinc Fingers and Tau; Older Adults Light Up
52,medpage,rss,https://www.medpagetoday.com/practicemanagement/practicemanagement/91762,2021-03-23 12:00:00+00:00,,Op-Ed: Are Yelp Reviews Killing Your Practice?
53,medpage,rss,https://www.medpagetoday.com/meetingcoverage/ashvideopearlsmcl/91763,2021-03-23 12:30:00+00:00,,The MCL Complete Project: Nationwide Data Collection
54,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91766,2021-03-23 13:00:00+00:00,,Banned Stimulants Again Found in Supplements
55,medpage,rss,https://www.medpagetoday.com/obgyn/pregnancy/91765,2021-03-23 13:30:00+00:00,,U.S. Births Continue Downward Trend
56,medpage,rss,https://www.medpagetoday.com/meetingcoverage/endo/91767,2021-03-23 14:00:00+00:00,,Maintenance Semaglutide Keeps Shedding the Pounds
57,medpage,rss,https://www.medpagetoday.com/rheumatology/generalrheumatology/91768,2021-03-23 14:30:00+00:00,,Serious Infections Still Common in Vasculitis
58,medpage,rss,https://www.medpagetoday.com/urology/erectiledysfunction/91771,2021-03-23 15:00:00+00:00,,Choice of Erectile Dysfunction Med May Have Heart Health Implications
59,medpage,rss,https://www.medpagetoday.com/cardiology/prevention/91770,2021-03-23 15:30:00+00:00,,Triple Approach to LDL-C Pills; Gene Testing for P2Y12s; COVID-19 Clot RCTs
60,medpage,rss,https://www.medpagetoday.com/meetingcoverage/endo/91772,2021-03-23 16:00:00+00:00,,Transgender Youth at Risk for Poorer Heart Health
61,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91775,2021-03-23 16:15:00+00:00,,'It's Kind of a Catch-22': Immunosuppression and COVID-19 Vaccines
62,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91774,2021-03-23 16:30:00+00:00,,COVID-19 Jabs Did the Job for Healthcare Workers
63,medpage,rss,https://www.medpagetoday.com/hematologyoncology/lymphoma/91773,2021-03-23 17:00:00+00:00,,Therapy Takes BiTE Out of Aggressive Lymphomas
64,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91776,2021-03-23 17:30:00+00:00,,Little Benefit With Adjuvant Therapy for High-Risk Endometrial Cancer
65,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/healthpolicy/91777,2021-03-23 18:00:00+00:00,,U.S. Drug Prices Should Be Lowered -- But How?
66,medpage,rss,https://www.medpagetoday.com/blogs/kevinmd/91769,2021-03-23 19:00:00+00:00,,Op-Ed: Be the One to Uplift Your Patients
67,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91778,2021-03-24 09:00:00+00:00,,AZ's Vax Issues; Teachers Doubt 3-Foot Guidance; Tourists Flout Mask Rules
68,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/healthpolicy/91779,2021-03-24 09:30:00+00:00,,"Senate Confirms Vivek Murthy as Surgeon General, Again"
69,medpage,rss,https://www.medpagetoday.com/podcasts/trackthevax/91761,2021-03-24 10:00:00+00:00,,COVID Vaccine Side Effects: Is the System Working?
70,medpage,rss,https://www.medpagetoday.com/cardiology/chf/91781,2021-03-24 11:00:00+00:00,,Growing Drumbeat for Patient-Reported Outcomes in Heart Failure
71,medpage,rss,https://www.medpagetoday.com/dermatology/skincancer/91780,2021-03-24 11:00:00+00:00,,"Margin Size, Radiation Tied to Survival in Merkel Cell Carcinoma"
72,medpage,rss,https://www.medpagetoday.com/psychiatry/dementia/91783,2021-03-24 11:30:00+00:00,,"Dementia, Mild Cognitive Impairment Tied to Suicide Risk"
73,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91784,2021-03-24 12:00:00+00:00,,Nurse Unhooked Patient's Oxygen; Sneaky Code Hides Prices; HIV Surges in W.Va.
74,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91785,2021-03-24 13:00:00+00:00,,"They Came for a Caribbean Escape, and Stayed for COVID Shots"
75,medpage,rss,https://www.medpagetoday.com/meetingcoverage/endo/91787,2021-03-24 13:30:00+00:00,,Safety Reassurance for Major Class of Diabetes Drugs
76,medpage,rss,https://www.medpagetoday.com/hematologyoncology/hematology/91782,2021-03-24 14:00:00+00:00,,Op-Ed: Blood Cancer Patients Need More COVID Vax Answers
77,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91788,2021-03-24 14:30:00+00:00,,COVID-19: Remdesivir Shows Some Benefit in Minority Groups
78,medpage,rss,https://www.medpagetoday.com/obgyn/pregnancy/91786,2021-03-24 15:00:00+00:00,,"Health Risks for New Moms Reach Crisis Stage, House Panel Told"
79,medpage,rss,https://www.medpagetoday.com/hematologyoncology/othercancers/91790,2021-03-24 15:30:00+00:00,,Cancer Pain Relief; Immunotherapy's Lasting Effects; COVID-19 and Cancer
80,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91791,2021-03-24 16:00:00+00:00,,Telehealth Contacts Less Real Than Office Visits? Think Again
81,medpage,rss,https://www.medpagetoday.com/psychiatry/generalpsychiatry/91792,2021-03-24 16:30:00+00:00,,APA Condemns Anti-Asian Hate; Restaurateur's Suicide Tied to Long COVID
82,medpage,rss,https://www.medpagetoday.com/dermatology/atopy/91796,2021-03-24 17:00:00+00:00,,Atopic Dermatitis Responds to Novel JAK Inhibitor
83,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91794,2021-03-24 17:30:00+00:00,,Sale Aimed at Saving Chicago Safety Net Hospital OK'd
84,medpage,rss,https://www.medpagetoday.com/neurology/alzheimersdisease/91795,2021-03-24 18:00:00+00:00,,Marrow Cell Stimulator to Treat Alzheimer's Disease?
85,medpage,rss,https://www.medpagetoday.com/primarycare/alternativemedicine/91789,2021-03-24 18:00:00+00:00,,Pseudoscience Royal Rumble: Doc vs The Rock
86,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/environmentalhealth/91793,2021-03-24 19:30:00+00:00,,Health Risks Linked to Air Pollution at Levels Below WHO Targets
87,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91797,2021-03-25 08:30:00+00:00,,AstraZeneca Says Its COVID-19 Vaccine Is Effective. Again.
88,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91798,2021-03-25 09:00:00+00:00,,Donut Vax Reward Dust-Up; U.S. Tops 30M Cases; Cuomo's Testing Access
89,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91799,2021-03-25 09:30:00+00:00,,Tribal Nations and the Pandemic: What's Worked and What Hasn't
90,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91801,2021-03-25 12:00:00+00:00,,What to Make of That Danish Reinfection Study?
91,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91805,2021-03-25 13:30:00+00:00,,Facebook Live: The Coronavirus Gender Gap
92,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91806,2021-03-25 14:00:31+00:00,,Benzene Found in Multiple Hand Sanitizer Brands
93,medpage,rss,https://www.medpagetoday.com/meetingcoverage/ashvideopearlsmcl/91807,2021-03-25 15:00:00+00:00,,Next Questions for Mantle Cell Lymphoma
94,medpage,rss,https://www.medpagetoday.com/meetingcoverage/endo/91808,2021-03-25 15:30:00+00:00,,"ENDO 2021 Roundup: Jatenzo Liver Data, Adrenal Insufficiency, and More"
95,medpage,rss,https://www.medpagetoday.com/neurology/alzheimersdisease/91811,2021-03-25 15:54:30+00:00,,Middle-Age Loneliness Linked to Alzheimer's Disease
96,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91810,2021-03-25 16:00:00+00:00,,Model: Give COVID-19 Vaccine to All Patients Before Surgery
97,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/militarymedicine/91809,2021-03-25 16:30:00+00:00,,"VA's Medical Supply Chain Needs Reform, Lawmakers Told"
98,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91812,2021-03-25 17:00:00+00:00,,Dialysis Clinics to Start Giving COVID Shots Nationwide
99,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91814,2021-03-25 17:30:00+00:00,,"Hypertension After COVID Vax No Cause for Worry, So Far"
100,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91813,2021-03-25 18:00:00+00:00,,Vaccines and Rare Clotting Disorders: What's the Link?
101,medpage,rss,https://www.medpagetoday.com/oncology/othercancers/91816,2021-03-25 18:30:00+00:00,,Cancer Screening Rebounds After COVID-Related Decline
102,medpage,rss,https://www.medpagetoday.com/painmanagement/painmanagement/91815,2021-03-25 19:00:00+00:00,,FDA Panel Unhappy With Novel OA Pain Drug
103,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/generalprofessionalissues/91817,2021-03-26 08:45:26+00:00,,JAMA Boss Snared in Racism Podcast Controversy
104,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91818,2021-03-26 09:00:00+00:00,,200M Jabs in 100 Days; Biometric COVID Screener OK'd; Gun Scare at Kentucky Hospital
105,medpage,rss,https://www.medpagetoday.com/neurology/generalneurology/91819,2021-03-26 11:00:00+00:00,,Overactive Bladder Drug Gains Pediatric Indication
106,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91820,2021-03-26 12:00:00+00:00,,"Combo Tx Active in Recurrent, Platinum-Resistant Ovarian Cancer"
107,medpage,rss,https://www.medpagetoday.com/gastroenterology/irritablebowelsyndrome/91822,2021-03-26 13:00:00+00:00,,Minimizing the Pesky Placebo Response in IBS Trials
108,medpage,rss,https://www.medpagetoday.com/blogs/ethics-consult/91827,2021-03-26 14:00:00+00:00,,Ethics Consult: Boozy Athlete's Liver Transplant Ethical? MD/JD Weighs In
109,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91828,2021-03-26 14:30:00+00:00,,HIPEC Combo Doubles PFS in Advanced Ovarian Cancer
110,medpage,rss,https://www.medpagetoday.com/meetingcoverage/sgo/91831,2021-03-26 15:00:00+00:00,,Triage System Gets High Marks for Ovarian Cancer Debulking Surgery
111,medpage,rss,https://www.medpagetoday.com/cardiology/pci/91833,2021-03-26 15:30:00+00:00,,Harmony Pulmonary Valve Gets FDA Nod
112,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91832,2021-03-26 16:00:00+00:00,,NIAID Launches Trial to Assess Post-Vax COVID Transmission Risk
113,medpage,rss,https://www.medpagetoday.com/neurology/multiplesclerosis/91836,2021-03-26 16:30:00+00:00,,"Repurposed Drug Flops in MS Trial, but Study Design Is Big Winner"
114,medpage,rss,https://www.medpagetoday.com/blogs/wiredpractice/91823,2021-03-26 17:00:00+00:00,,Correlation Between COVID Mortality and Online Patient Reviews
115,medpage,rss,https://www.medpagetoday.com/neurology/multiplesclerosis/91840,2021-03-26 17:30:00+00:00,,Novel Device OK'd to Treat MS Gait Deficits
116,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/militarymedicine/91841,2021-03-26 18:00:00+00:00,,"Senators Press VA, DoD for Swift Action to Prevent Veterans' Suicides"
117,medpage,rss,https://www.medpagetoday.com/blogs/kevinmd/91829,2021-03-27 10:00:00+00:00,,Being a Doctor Is My 'Heart-Song'
118,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/generalprofessionalissues/91826,2021-03-27 12:00:00+00:00,,Op-Ed: Employee Engagement Amid Chaos
119,medpage,rss,https://www.medpagetoday.com/podcasts/healthwatch/91834,2021-03-27 14:00:00+00:00,,Diabetes Drug and Weight Loss; Aspirin and COVID: It's TTHealthWatch!
120,medpage,rss,https://www.medpagetoday.com/blogs/skeptical-cardiologist/91839,2021-03-27 16:00:00+00:00,,Op-Ed: Bill Bryson's Brief Guide to the Heart
121,medpage,rss,https://www.medpagetoday.com/blogs/news-quiz/91837,2021-03-27 17:00:00+00:00,,How Did Stay-at-Home Orders Affect Waistlines?
122,medpage,rss,https://www.medpagetoday.com/hematologyoncology/lungcancer/91838,2021-03-28 08:00:00+00:00,,Hyperfractionated Twice-Daily RT Feasible in Limited Stage SCLC
123,medpage,rss,https://www.medpagetoday.com/endocrinology/generalendocrinology/91830,2021-03-28 10:00:00+00:00,,FDA Wants More Ozempic Data; Obesity Costs How Much?!
124,medpage,rss,https://www.medpagetoday.com/neurology/generalneurology/91824,2021-03-28 12:00:00+00:00,,Op-Ed: The Neurology of Handwashing
125,medpage,rss,https://www.medpagetoday.com/blogs/careerconsult/91825,2021-03-28 14:00:00+00:00,,Best States for Docs; U.S. Hospitals in Shambles
126,medpage,rss,https://www.medpagetoday.com/blogs/what-we-heard/91835,2021-03-28 16:00:00+00:00,,'We Just Barge In and Ask What We Want': What We Heard This Week
127,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91842,2021-03-29 09:00:00+00:00,,Problem Other Countries Would Like to Have; Donut CEO Bites Back; PPE Tax Write-Off?
128,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91843,2021-03-29 09:30:00+00:00,,Redfield: COVID-19 Was  in Wuhan in September or October 2019
129,medpage,rss,https://www.medpagetoday.com/neurology/dementia/91844,2021-03-29 11:00:00+00:00,,Dementia Diagnoses Lag in Ethnic and Racial Groups
130,medpage,rss,https://www.medpagetoday.com/pediatrics/generalpediatrics/91846,2021-03-29 12:00:00+00:00,,Op-Ed: Our Kids' Mental Health Can't Wait
131,medpage,rss,https://www.medpagetoday.com/quizzes/diagnosis/91845,2021-03-29 12:30:35+00:00,,"Make the Diagnosis: It’s Zinc, You Think?"
132,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/publichealth/91848,2021-03-29 13:00:00+00:00,,Op-Ed: Saving Gun Violence Victims Begins Before the OR
133,medpage,rss,https://www.medpagetoday.com/hematologyoncology/myeloma/91850,2021-03-29 13:30:00+00:00,,FDA Approves CAR T-Cell Therapy for Multiple Myeloma
134,medpage,rss,https://www.medpagetoday.com/cardiology/prevention/91852,2021-03-29 14:00:00+00:00,,Overtime Work Not Good for Heart Attack Survivors
135,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91847,2021-03-29 14:00:00+00:00,,Congenital Heart Disease Alone Doesn't Boost COVID Risk
136,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91853,2021-03-29 15:00:00+00:00,,"Walensky Fears 'Impending Doom' as COVID Cases, Deaths Tick Up Again"
137,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91854,2021-03-29 15:30:00+00:00,,"Manufacturer: IV Aviptadil Shows Benefit in COVID Recovery, Survival"
138,medpage,rss,https://www.medpagetoday.com/patientcenteredmedicalhome/patientcenteredmedicalhome/91849,2021-03-29 16:00:00+00:00,,The Problems With Prescription Refills
139,medpage,rss,https://www.medpagetoday.com/casestudies/oncologyhematology/91851,2021-03-29 16:30:00+00:00,,Unusual Presentation of Rare Aggressive Cancer
140,medpage,rss,https://www.medpagetoday.com/cardiology/arrhythmias/91855,2021-03-29 17:00:00+00:00,,DOACs Top Warfarin in Real-World Valvular Heart Disease Patients
141,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91856,2021-03-29 17:30:00+00:00,,Biden Announces More Steps to Speed Up COVID Vaccinations
142,medpage,rss,https://www.medpagetoday.com/ophthalmology/glaucoma/91857,2021-03-29 18:30:00+00:00,,Eyes Offer Window Into Cognitive Impairment
143,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91858,2021-03-30 09:00:00+00:00,,Cases Rising; Vax Access Expands; Petri-Glyphs
144,medpage,rss,https://www.medpagetoday.com/neurology/generalneurology/91859,2021-03-30 11:00:00+00:00,,Zombie Genes and the Brain; Concussion Spit Test; Your Brain on Puppies
145,medpage,rss,https://www.medpagetoday.com/blogs/vinay-prasad/91860,2021-03-30 11:30:00+00:00,,The COVID Endgame: A Look Into Prasad's Crystal Ball
146,medpage,rss,https://www.medpagetoday.com/cardiology/hypertension/91861,2021-03-30 12:00:00+00:00,,Targeting Urate in Young Adults: No BP Benefit
147,medpage,rss,https://www.medpagetoday.com/columns/focusonpolicy/91863,2021-03-30 13:00:00+00:00,,Swan Song for Traditional Employer-Sponsored Health Insurance?
148,medpage,rss,https://www.medpagetoday.com/washington-watch/washington-watch/91865,2021-03-30 14:00:00+00:00,,Arizona Trauma Surgeon Launches Bid for Congress
149,medpage,rss,https://www.medpagetoday.com/cardiology/prevention/91866,2021-03-30 14:30:00+00:00,,LV Thrombi Tx Showdown; LVAD Vs Transplant; Recurrent Pericarditis Approval
150,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91867,2021-03-30 15:00:00+00:00,,Star Surgeon Took Family Medical Leave. Then She Was Fired
151,medpage,rss,https://www.medpagetoday.com/blogs/celebritydiagnosis/91864,2021-03-30 16:00:00+00:00,,Portia de Rossi's Appendicitis
152,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91871,2021-03-30 17:00:00+00:00,,COVID Monoclonal Antibodies: Do They Work in Dialysis?
153,medpage,rss,https://www.medpagetoday.com/ophthalmology/generalophthalmology/91869,2021-03-30 19:00:00+00:00,,Mixed Results From Retinopathy Prevention Trial
154,medpage,rss,https://www.medpagetoday.com/blogs/kevinmd/91868,2021-03-30 20:00:00+00:00,,Op-Ed: A Breakup With Primary Care
155,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91872,2021-03-31 00:01:00+00:00,,Public Citizen Lists States With Most and Least Aggressive Physician Discipline
156,medpage,rss,https://www.medpagetoday.com/endocrinology/osteoporosis/91870,2021-03-31 00:01:00+00:00,,Just How Many Older Folks Have Osteoporosis?
157,medpage,rss,https://www.medpagetoday.com/podcasts/trackthevax/91862,2021-03-31 08:30:00+00:00,,Buyer Beware: Fighting COVID Vaccine Fraud
158,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19/91873,2021-03-31 09:00:00+00:00,,"U.S. Challenges WHO Report; Pfizer Vax Effective in Kids; $3,000 Nasal Swab Tests"
159,medpage,rss,https://www.medpagetoday.com/cardiology/pci/91876,2021-03-31 11:00:00+00:00,,Novel Antithrombotic Misses the Mark in PCI
160,medpage,rss,https://www.medpagetoday.com/publichealthpolicy/workforce/91874,2021-03-31 11:00:00+00:00,,Here's the Baseline for Efforts to Boost Diversity in Health Professions
161,medpage,rss,https://www.medpagetoday.com/hematologyoncology/coloncancer/91875,2021-03-31 11:00:00+00:00,,Another Weapon Against Metastatic Colon Cancer?
162,medpage,rss,https://www.medpagetoday.com/infectiousdisease/covid19vaccine/91878,2021-03-31 11:30:00+00:00,,"Pfizer's COVID Vaccine Works in Younger Teens, Too"
163,medpage,rss,https://www.medpagetoday.com/special-reports/exclusives/91879,2021-03-31 12:00:00+00:00,,No Murder Charge in Alleged Mercy Killing; Anti-Vaxxers Gain New Allies; COVID-21?
164,medpage,rss,https://www.medpagetoday.com/endocrinology/steroids/91880,2021-03-31 12:30:00+00:00,,"Alarmingly Low Rate of Primary Aldosteronism Detected, Treated"
165,medpage,rss,https://www.medpagetoday.com/meetingcoverage/additionalmeetings/91877,2021-03-31 13:00:00+00:00,,A Win for Adjuvant Immunotherapy in Esophageal Cancer
166,medpage,rss,https://www.medpagetoday.com/psychiatry/addictions/91883,2021-03-31 13:28:43+00:00,,What are the Cost-Effective Treatment Options for Opioid Use Disorder?
